rowCol,traffic_spot,industry,commercial,nala
50.0,"(0, 4)",2.9505514524689085,11.206355237874899,0.0004799150635694743,0.00659715841163821
51.0,"(0, 3)",2.754059680524543,11.612252194425976,0.00044527203009804214,0.006402178199262774
52.0,"(0, 2)",2.9487996526441345,12.09109339990292,0.00041260436383332665,0.006194876921369533
53.0,"(0, 1)",3.0052484338775884,12.666351136986759,0.000383143805187307,0.0059789984859940784
67.0,"(1, 5)",3.018664268318265,10.78992339019162,0.0005936977074808212,0.007300014729278553
68.0,"(1, 4)",2.960442843101398,11.133092927120021,0.000539056480164348,0.007085393483866417
69.0,"(1, 3)",2.9389929865656135,11.53218654237539,0.00048752716715940597,0.006852913190435263
70.0,"(1, 2)",2.9728244824164336,12.006790993262676,0.00044362331468639335,0.0066066229842044084
71.0,"(1, 1)",3.0008242617469802,12.581553307907381,0.00040670245796627937,0.006351350988368806
84.0,"(2, 6)",3.1454269026936124,10.420808524055188,0.0008198785877433042,0.008136763769135946
85.0,"(2, 5)",3.0029078985365167,10.707884436204052,0.000721910807987323,0.007903053021119568
86.0,"(2, 4)",2.7844691288112626,11.032820427922154,0.0006121339499961337,0.007645302612980145
87.0,"(2, 3)",2.930767644205272,11.412001418415327,0.000533059506497998,0.007366288233827996
88.0,"(2, 2)",2.9790614208735122,11.863645673411048,0.00047497321377307136,0.007071220888673456
89.0,"(2, 1)",2.99289442142706,12.408396650821487,0.00042976145108309467,0.006766715407503889
101.0,"(3, 7)",3.201570201341729,10.105764630661813,0.0010506837649823166,0.009140118542717023
102.0,"(3, 6)",3.152883901915706,10.349427003226825,0.0016516443042840644,0.008886329615097437
103.0,"(3, 5)",3.056364244566287,10.61257493189518,0.0009185505548991021,0.008605853330413322
104.0,"(3, 4)",2.9639333354338513,10.910631692500546,0.0006855397102230959,0.008295304453516106
105.0,"(3, 3)",2.9683289209191805,11.25968287468402,0.0005749495929872155,0.007957541252152587
106.0,"(3, 2)",2.9754978059973,11.674772321466753,0.0005034434442981874,0.007600113724178586
107.0,"(3, 1)",2.9595405513518744,12.169353519257104,0.0004506557332954458,0.007232809797571684
117.0,"(4, 9)",3.4232867738169093,9.615391099199725,0.0009017048662756335,0.01067194241032136
118.0,"(4, 8)",3.2984280106391215,9.840539680822232,0.0009355154888254081,0.010360870497870468
119.0,"(4, 7)",3.1368551796000284,10.05804150316396,0.0011020832053695291,0.010071723817915795
120.0,"(4, 6)",3.053744210167629,10.276004059787,0.001474427143855942,0.009772163559279828
121.0,"(4, 5)",3.027194326771394,10.50853487776848,0.0009539998075754778,0.009438749354673898
122.0,"(4, 4)",2.9713875918539565,10.773438518196297,0.0007235173846035508,0.009062707129300313
123.0,"(4, 3)",2.9842846917882757,11.086775934656785,0.0006045707396933872,0.008648486454296892
124.0,"(4, 2)",2.95871730178412,11.459405021141702,0.0005259155980854343,0.008208795357538209
125.0,"(4, 1)",2.873759758830359,11.89672319057095,0.0004678580577300935,0.0077592586332371274
126.0,"(4, 0)",2.948480819492903,12.397930855371818,0.00042244274955543517,0.007314453852116861
133.0,"(5, 11)",3.3906574146738317,9.148299042293075,0.001116546157179286,0.01334479588477673
134.0,"(5, 10)",3.34138466830588,9.38774021083033,0.001077115126328387,0.01250366757289081
135.0,"(5, 9)",3.26491112269185,9.612200094919567,0.0010217060106749195,0.011912861225315818
136.0,"(5, 8)",3.21264446657619,9.821841327470743,0.0010008054492559038,0.011506681919071466
137.0,"(5, 7)",3.1598063478732836,10.017097932182873,0.0010208092821068272,0.011177444887267466
138.0,"(5, 6)",3.0610000270167825,10.204153469397308,0.0010058450655711414,0.010841766036715782
139.0,"(5, 5)",2.954615892333221,10.400156686381077,0.0008754779295506258,0.010450826849770577
140.0,"(5, 4)",3.036791624446934,10.62854701082077,0.0007310411477088763,0.00999026654475923
141.0,"(5, 3)",3.0328699991038466,10.90604121176923,0.0006217859384150725,0.009471446664347743
142.0,"(5, 2)",2.9902991983395757,11.237814708656908,0.0005414956202582787,0.008918534578713827
143.0,"(5, 1)",2.632744189216124,11.62120565046354,0.0004805557218352474,0.00835784059808993
144.0,"(5, 0)",2.942001841004488,12.047582207000254,0.00043263432189887555,0.007811485767619894
150.0,"(6, 12)",3.465808931342814,8.949604084268675,0.0014613532561971985,0.01979543426252585
151.0,"(6, 11)",3.4865472495542935,9.185859588121646,0.0015146814939249347,0.01606776403900204
152.0,"(6, 10)",3.302858771739846,9.40894675070382,0.0013777452718561512,0.014164263292453615
153.0,"(6, 9)",3.252374231022771,9.619215331371286,0.001172755002526646,0.013285059130412964
154.0,"(6, 8)",3.238830108988953,9.813224572757994,0.0010927078785621402,0.012833087829831405
155.0,"(6, 7)",3.157146665982312,9.985550138593974,0.0010949040314222934,0.012520613715831214
156.0,"(6, 6)",2.9952217566870507,10.137107356862622,0.0010473212819314668,0.01218087087683805
157.0,"(6, 5)",3.055994664285251,10.290638506157778,0.0008898085904342827,0.011727865659406603
158.0,"(6, 4)",3.1086899286815504,10.48299248409255,0.0007424990289185199,0.011148258345908043
159.0,"(6, 3)",3.052244905275555,10.730508384374838,0.0006325690718099661,0.010475609795849161
160.0,"(6, 2)",3.0031479345273073,11.02834113155753,0.0005509687928751302,0.00975859988095542
161.0,"(6, 1)",2.957913557950249,11.3660429066237,0.0004885669995152733,0.00904225390360634
165.0,"(7, 15)",3.506094871633146,8.308877091972027,0.0014401104076721852,0.015587469032855966
166.0,"(7, 14)",3.4968453150109093,8.569787060064012,0.0018154403410785354,0.018485991591175803
167.0,"(7, 13)",3.4279978179375994,8.805155118808695,0.0019190245333380825,0.031070384702181333
168.0,"(7, 12)",3.3750710787522507,9.024602989840451,0.002354363393606046,0.03301763698240552
169.0,"(7, 11)",3.429092164382935,9.234565753567972,0.002594867133056426,0.018468766240794784
170.0,"(7, 10)",3.3329551017188406,9.43768207654098,0.00195510289440369,0.015642013403530566
171.0,"(7, 9)",3.213110369208636,9.632482765856958,0.0013073831753967356,0.014705403539385296
172.0,"(7, 8)",3.1876486733395955,9.812476304015005,0.0011912389593468468,0.014387007329043175
174.0,"(7, 6)",3.154230298942103,10.077840129895996,0.0015587794527651953,0.013961785462206944
175.0,"(7, 5)",3.0567555932075097,10.181115336745227,0.0009647711644897221,0.013431134071370681
176.0,"(7, 4)",3.052472271394331,10.34589167066721,0.000756102009660892,0.012656810893766385
177.0,"(7, 3)",3.018986543759856,10.575104932366905,0.0006372119799734821,0.01173727812141117
178.0,"(7, 2)",2.9644165894882186,10.846714897713712,0.0005544355586378241,0.010768988065107173
179.0,"(7, 1)",2.9991798696387204,11.14614554060175,0.0004918377835540535,0.009826641862903778
182.0,"(8, 16)",3.364689068337271,8.296441684772475,0.0011983067634587369,0.01727368416949042
183.0,"(8, 15)",3.9000779020945795,8.539499729401532,0.0020743797916056616,0.017641604190433646
185.0,"(8, 13)",3.548249762899913,8.929824171320497,0.0028413654900849286,0.025507928662067546
186.0,"(8, 12)",3.3344149409598653,9.109781965552303,0.002439233864969562,0.023114424675552414
187.0,"(8, 11)",3.3307593831917837,9.289171193398824,0.002026693598148977,0.018402130525349482
188.0,"(8, 10)",3.2613938970713923,9.469008084457984,0.0016645541610330508,0.016604386359624208
190.0,"(8, 8)",3.2566125828946824,9.813454531179108,0.0012010075401260023,0.016297133600477857
191.0,"(8, 7)",3.1443240300123274,9.953283039277975,0.0013624987996918411,0.016604858338847617
193.0,"(8, 5)",2.9993242749380657,10.074121967092594,0.0009459072562596903,0.015889353042404932
194.0,"(8, 4)",2.9071529563210348,10.240222932788571,0.0007455864666571966,0.014726367654609293
195.0,"(8, 3)",2.9975013905827557,10.458378806373126,0.0006311301032793704,0.013378065923527955
196.0,"(8, 2)",3.011815378543569,10.704535020548349,0.0005512452310840106,0.01200468473898356
200.0,"(9, 16)",3.2523853676835164,8.622528147538889,0.0011518261503456883,0.02496085486812638
201.0,"(9, 15)",3.7514458882852506,8.796152448572684,0.0017914346151014322,0.020572121279217342
202.0,"(9, 14)",3.7955657673448315,8.931994932530431,0.002479143693522668,0.018996133241380827
203.0,"(9, 13)",3.4958473262064205,9.062320575356452,0.0019695713275323804,0.019047304087796348
204.0,"(9, 12)",3.223592686067729,9.199321515770578,0.0017455601215983908,0.018609814644092046
205.0,"(9, 11)",3.2582159695831288,9.345486164350802,0.001781817928349032,0.01766063775195486
206.0,"(9, 10)",3.3377695929459397,9.499366950804044,0.0016908435798379435,0.017297812583370053
207.0,"(9, 9)",3.2341207252530673,9.656561993834753,0.0013051912418482598,0.017714174195902956
208.0,"(9, 8)",3.2220374562104257,9.808570750776205,0.0011288799855434975,0.01880283282270584
209.0,"(9, 7)",3.098359268669359,9.939505179113153,0.0010656913300565777,0.020327467754469898
210.0,"(9, 6)",3.001260133320428,10.020284695364275,0.0009860059884931902,0.02120196881306042
211.0,"(9, 5)",2.9944582283466112,10.065991539889612,0.0008383455489787756,0.019834163376705433
212.0,"(9, 4)",2.972384035737286,10.203648937415126,0.0007097613037376219,0.017722292603417934
213.0,"(9, 3)",3.0003939480540858,10.391009834824578,0.0006144394308126232,0.015617152943702153
214.0,"(9, 2)",3.0174036159003808,10.603754013001739,0.000541908822052234,0.013549197461264366
218.0,"(10, 16)",3.2628462232178577,8.99741910912045,0.0009866305079344175,0.057568320242351846
219.0,"(10, 15)",3.405410249400655,9.072818853587856,0.0012319240516953996,0.024716779459080955
220.0,"(10, 14)",3.3542414472541924,9.122887916092354,0.0014112628837794346,0.01909977924366465
222.0,"(10, 12)",3.093530837745668,9.287991657012775,0.001434891027985243,0.017323430721055206
223.0,"(10, 11)",3.187303946193458,9.400747188886022,0.0017938967846841396,0.017404067851645423
225.0,"(10, 9)",3.197645988520216,9.662675451174364,0.0012421310201060016,0.019510868766602324
226.0,"(10, 8)",3.1197976277807475,9.797108969993422,0.0010456444244730829,0.022097581691924675
227.0,"(10, 7)",3.002731850012322,9.918304501769033,0.0009450833676434855,0.026745558448591878
228.0,"(10, 6)",3.0448735369227395,10.013250374755478,0.0008581630694297831,0.037673786734482795
229.0,"(10, 5)",3.008562379450741,10.094237096494004,0.0007630329418611588,0.026518779619456707
230.0,"(10, 4)",3.0137589047356275,10.205439753977217,0.000671409643757701,0.02230779154608961
231.0,"(10, 3)",3.006288685098483,10.356283796133338,0.0005930191669692416,0.01909888239308257
232.0,"(10, 2)",3.008748356273423,10.533573016570863,0.0005284970017885695,0.01556327880965885
236.0,"(11, 16)",3.1832345822138834,9.448993651959519,0.0008373097452300383,0.038580246715340626
237.0,"(11, 15)",3.2606429003679662,9.341185226535961,0.0009612691490266035,0.02436819581272053
238.0,"(11, 14)",3.1771913873632376,9.294871466184775,0.0010586019929193276,0.01833340116090633
239.0,"(11, 13)",3.108307212570471,9.31475429140352,0.001112895043098877,0.016883611785393646
240.0,"(11, 12)",3.1313147316378336,9.371193668470337,0.001159983161874266,0.016783015769826035
241.0,"(11, 11)",3.1313510945129166,9.453182165071594,0.0012404922157516864,0.017451045597789094
242.0,"(11, 10)",3.134787617848584,9.554293961942118,0.0012292439656909873,0.018917136271884072
243.0,"(11, 9)",3.0964752822602826,9.667605404062774,0.0010778393406911514,0.021500928568036308
244.0,"(11, 8)",3.080359165387872,9.784722950143474,0.0009663937630307601,0.025995248457543675
245.0,"(11, 7)",3.1075333811574124,9.89639691020178,0.0008845281861292714,0.03552771739126928
246.0,"(11, 6)",3.077085479967166,9.996685953038964,0.0008039650627071152,0.0485166132659227
247.0,"(11, 5)",3.0083991157318453,10.09189541846876,0.0007203504267051283,0.03529384654568176
248.0,"(11, 4)",3.013793788322931,10.199385896009852,0.0006411533645269922,0.031229620255747242
249.0,"(11, 3)",2.9847039426833932,10.329149355304738,0.0005717544353199005,0.030329007020815257
250.0,"(11, 2)",2.9653628556471077,10.478964165491314,0.0005131086910931216,0.017987575292053873
251.0,"(11, 1)",3.0281654280799915,10.642101347936276,0.0004640056795046563,0.013502408054524337
254.0,"(12, 16)",3.1835928941660194,9.782416145983868,0.0007247688698910393,0.019170839663542407
255.0,"(12, 15)",3.262545011613046,9.496492147122302,0.0008016272412945601,0.018197822129847267
256.0,"(12, 14)",3.1606981452975327,9.42463203707668,0.0008667036847546058,0.01647614549265934
257.0,"(12, 13)",3.1624095697969827,9.418668787869686,0.0009150212430967289,0.015941911118378088
258.0,"(12, 12)",3.134844814148744,9.445976549090517,0.000952311044075746,0.01631927041263584
259.0,"(12, 11)",3.034583931699771,9.501392020291446,0.0009797322689137017,0.01753457368483147
260.0,"(12, 10)",2.9700905817628915,9.579661633645511,0.0009789794441705851,0.019796874112364048
262.0,"(12, 8)",3.06691590862066,9.775394878071838,0.0009240174845340905,0.030564819023124176
263.0,"(12, 7)",3.099768759254393,9.877913909458876,0.0008798946323243362,0.04442980455306175
264.0,"(12, 6)",3.083385766397017,9.977373259982539,0.0007952676314056574,0.05842672932822978
265.0,"(12, 5)",2.86341883971859,10.076180507682208,0.0007007107723085938,0.04589011191884224
266.0,"(12, 4)",3.014412475132264,10.181599674226359,0.0006189860459062987,0.03283008919150135
267.0,"(12, 3)",3.0201647678617594,10.299439858033749,0.0005518889863718442,0.024593964060901263
268.0,"(12, 2)",3.022456696888974,10.430370769631583,0.000496689740279171,0.017407308215772944
272.0,"(13, 16)",3.228341066669961,9.528751363889937,0.0006393062180978192,0.014267136736339333
273.0,"(13, 15)",3.1472667512707715,9.546106142819767,0.0006926535410325125,0.014652189074885996
274.0,"(13, 14)",3.149413008412833,9.533860565891887,0.0007398086227840852,0.014634463672304912
275.0,"(13, 13)",3.1408091450234354,9.510676038918769,0.000778336851568214,0.014890365228161343
276.0,"(13, 12)",3.1267434186107685,9.51108145799404,0.0008088240138750492,0.015735217455287973
277.0,"(13, 11)",3.084192638743232,9.543749194997348,0.0008324086650737909,0.017468413421456462
278.0,"(13, 10)",3.028718626724142,9.603090634286517,0.00085215677029142,0.020664730231842128
279.0,"(13, 9)",3.0272587500385635,9.680975558390355,0.0008856762848824543,0.02621300955818244
282.0,"(13, 6)",3.158162226389796,9.958777305828697,0.0008485769923322079,0.04260005539564107
283.0,"(13, 5)",3.047120733950884,10.055890065737787,0.0006959835887690059,0.03035784201589946
284.0,"(13, 4)",3.035678979181942,10.157661568420965,0.0006000151096753858,0.023927976261822144
290.0,"(14, 16)",3.036374422503452,9.541137429571272,0.0005721376532127983,0.012119631106271766
291.0,"(14, 15)",3.0822407492840216,9.699595372047012,0.000611656543759094,0.012702369718072606
293.0,"(14, 13)",3.1207979978937,9.5922429164585,0.0006785180072073314,0.013825464726386082
294.0,"(14, 12)",3.3107917067464223,9.562667204377162,0.0007051353205000888,0.014938756091838971
295.0,"(14, 11)",3.042590786836349,9.57773531062203,0.0007301533361804568,0.01700111126406715
296.0,"(14, 10)",2.9243959118171547,9.623147973309305,0.000762423912164322,0.02150286772590967
297.0,"(14, 9)",2.978162428822252,9.688746420639726,0.0008327535272762775,0.03343610657583976
298.0,"(14, 8)",3.00611484993989,9.767006684095307,0.0011071704054226898,0.04416689267551912
299.0,"(14, 7)",3.009103197669915,9.852539891256137,0.004165876594670489,0.03157415532966449
300.0,"(14, 6)",3.039822317128373,9.94218857557017,0.000920013031658818,0.02692089941565151
301.0,"(14, 5)",3.0413397147330166,10.035055930832224,0.0006801399279390382,0.02291248348080793
308.0,"(15, 16)",3.001289090964131,9.576116305790702,0.0005176503725308232,0.010788808221191184
309.0,"(15, 15)",2.8067530254594035,9.820889558375491,0.0005481362492084367,0.01139126273138803
310.0,"(15, 14)",2.9434849579921907,9.75627899239607,0.0005762870520299288,0.011999160001248732
311.0,"(15, 13)",3.0937814334395197,9.630886429900968,0.0006015875663211779,0.012757135168389704
312.0,"(15, 12)",3.0428975922249824,9.59231252915243,0.000624693671877665,0.013877310854008321
313.0,"(15, 11)",3.02365410975895,9.600677955682242,0.000648320139994477,0.01574996037025856
314.0,"(15, 10)",2.9394920830103235,9.638473027965105,0.0006796922561281449,0.019590442947584892
315.0,"(15, 9)",2.9384836298486134,9.695774596079147,0.0007376695637327098,0.02600659142188523
316.0,"(15, 8)",2.9356070234047857,9.765911979022906,0.0008684986680050651,0.024632922237388485
317.0,"(15, 7)",2.967242185084644,9.844254328662238,0.0009838783247190803,0.022491660182460443
318.0,"(15, 6)",2.98182881673294,9.92789492049293,0.0007744628564999657,0.020413892973787408
319.0,"(15, 5)",3.01748893199077,10.015450820838693,0.0006244446045549066,0.018295552500238267
326.0,"(16, 16)",3.0548275319313953,9.529686833831152,0.00047231168804253424,0.009813329556587393
327.0,"(16, 15)",3.0393200647690866,9.638039252592673,0.0004964378397505035,0.010378085150934191
328.0,"(16, 14)",3.061867582827157,9.650596636520284,0.0005189355428228448,0.010979093105157715
330.0,"(16, 12)",3.067854363421999,9.598911153267567,0.0005588039562462633,0.012639742743575655
331.0,"(16, 11)",3.044617294953058,9.61260975957262,0.0005782506120354657,0.013961155997912676
333.0,"(16, 9)",2.98418855262188,9.701384860101,0.000631607481976453,0.017440465437787107
334.0,"(16, 8)",2.88950387217554,9.765611848876098,0.0006668746744222985,0.01788966053814253
335.0,"(16, 7)",2.9186555187121748,9.837889805324812,0.0006723295169751696,0.017369338068944747
336.0,"(16, 6)",2.735767972303536,9.915759384846215,0.0006198409422566108,0.016384777416429987
344.0,"(17, 16)",3.088054669056091,9.475794052489519,0.0004338314675201371,0.009025966920576927
345.0,"(17, 15)",3.0812490305648237,9.544280311700406,0.0004532265121879917,0.009529949175545716
348.0,"(17, 12)",3.074250109457355,9.593654855456009,0.0005033798228191498,0.011407081767899428
349.0,"(17, 11)",3.0592781743203514,9.61714620568568,0.0005180087032098041,0.012273750264939123
351.0,"(17, 9)",3.019089320989304,9.705562956099001,0.0005465981123875151,0.013991319166641241
352.0,"(17, 8)",2.996397982702621,9.765620070563614,0.0005555420562109738,0.01431926453237398
353.0,"(17, 7)",2.9820926293603334,9.832900013568631,0.0005496198425723093,0.014162075865875128
354.0,"(17, 6)",2.980832092099996,9.905503601612537,0.0005242386652130784,0.013646463655146632
